,participant_country,participant_country_id,participant_maddison_code,participant_region,participant_deaths,conflict_name,conflict_start_year,conflict_end_year,COW_id,UCDP_id,state_conflict_type,year,year_deaths_share,year_deaths
938,Vietnam (South),817.0,RVN,Asia,5000.0,Cambodia vs. Khmer Rouge of 1970,1970,1972,675,,Internal,1970,0.33333333333333337,1666.6666666666667
939,France,220.0,FRA,Europe,35.0,Chad vs. Frolinat of 1966,1969,1971,669,,Internal,1970,0.33352370074243287,11.673329525985151
940,Chad,483.0,TCD,Africa,3465.0,Chad vs. Frolinat of 1966,1966,1971,669,,Internal,1970,0.16685714285714287,578.1600000000001
941,Guatemala,90.0,GTM,Americas,6650.0,Guatemala vs. Indians,1966,1972,668,,Internal,1970,0.12030075187969924,800.0
942,Guatemala,90.0,GTM,Americas,1600.0,Guatemala vs. Leftists of 1970,1970,1971,678,,Internal,1970,0.5,800.0
943,Portugal,235.0,PRT,Europe,1000.0,Guinean-Portugese,1962,1974,436,,Extrasystemic,1970,0.07700908455625437,77.00908455625436
944,Guinea,438.0,GIN,Africa,6155.0,Guinean-Portugese,1962,1974,436,,Extrasystemic,1970,0.07700908455625437,473.9909154437456
945,Egypt,651.0,EGY,Africa,5000.0,Israeli-Egyptian,1969,1970,172,,Interstate,1970,0.5,2500.0
946,Israel,666.0,ISR,Middle East,260.0,Israeli-Egyptian,1969,1970,172,,Interstate,1970,0.5,130.0
947,Syria,652.0,SYR,Middle East,100.0,Jordan vs. Palestinians,1970,1970,677,,Internal,1970,1.0,100.0
948,Jordan,663.0,JOR,Middle East,3340.0,Jordan vs. Palestinians,1970,1970,677,,Internal,1970,1.0,3340.0
949,Laos,812.0,LAO,Asia,15000.0,Laos vs. Pathet Lao of 1963,1963,1973,662,,Internal,1970,0.09091891891891891,1363.7837837837837
950,United States of America,2.0,USA,Americas,500.0,Laos vs. Pathet Lao of 1963,1964,1973,662,,Internal,1970,0.10000594565669778,50.00297282834889
951,Vietnam (North),816.0,DRV,Asia,3000.0,Laos vs. Pathet Lao of 1963,1965,1973,662,,Internal,1970,0.11111111111111112,333.33333333333337
952,Portugal,235.0,PRT,Europe,3500.0,Mozambique-Portugese,1964,1975,437,,Extrasystemic,1970,0.08334693877551021,291.7142857142857
953,Mozambique,541.0,MOZ,Africa,33250.0,Mozambique-Portugese,1964,1975,437,,Extrasystemic,1970,0.08334693877551021,2771.285714285714
954,Nigeria,475.0,NGA,Africa,75000.0,Nigeria vs. Biafrans,1967,1970,672,,Internal,1970,0.032266666666666666,2420.0
955,Sudan,625.0,SDN,Africa,20000.0,Sudan vs. Anya Nya,1963,1972,663,,Internal,1970,0.05,1000.0
956,Thailand,800.0,THA,Asia,2740.0,Thailand vs. Communists,1970,1973,674,,Internal,1970,0.26277372262773724,720.0
957,Australia,900.0,AUS,Asia,469.0,Vietnamese,1965,1972,163,,Interstate,1970,0.12626660882737895,59.219039540040725
958,Philippines,840.0,PHL,Asia,1000.0,Vietnamese,1966,1973,163,,Interstate,1970,0.12231293648956282,122.31293648956282
959,United States of America,2.0,USA,Americas,45783.0,Vietnamese,1965,1973,163,,Interstate,1970,0.11700516513911732,5356.847475564208
960,Thailand,800.0,THA,Asia,351.0,Vietnamese,1967,1973,163,,Interstate,1970,0.13126594489882934,46.0743466594891
961,Vietnam (North),816.0,DRV,Asia,1131558.0,Vietnamese,1965,1975,163,,Interstate,1970,0.10522906158015534,119072.78646351742
962,South Korea,732.0,KOR,Asia,4407.0,Vietnamese,1965,1973,163,,Interstate,1970,0.11700516513911732,515.6417627680901
963,Vietnam (South),817.0,RVN,Asia,744407.0,Vietnamese,1965,1975,163,,Interstate,1970,0.10522906158015534,78333.25004369869
964,Portugal,235.0,PRT,Europe,4000.0,Angolan-Portugese,1961,1975,434,,Extrasystemic,1971,0.06667088607594937,266.6835443037975
965,Angola,540.0,AGO,Africa,75000.0,Angolan-Portugese,1961,1975,434,,Extrasystemic,1971,0.06667088607594937,5000.316455696203
966,India,750.0,IND,Asia,3241.0,Bangladesh,1971,1971,178,,Interstate,1971,1.0,3241.0
967,Pakistan,770.0,PAK,Asia,7982.0,Bangladesh,1971,1971,178,,Interstate,1971,1.0,7982.0
968,Myanmar (Burma),775.0,MMR,Asia,24825.0,Burma vs. Ethnic Rebels,1968,1980,673,,Internal,1971,0.08559919436052367,2125.0
969,Cambodia,811.0,KHM,Asia,244000.0,Cambodia vs. Khmer Rouge of 1970,1970,1975,675,,Internal,1971,0.1516,36990.4
970,United States of America,2.0,USA,Americas,500.0,Cambodia vs. Khmer Rouge of 1970,1970,1973,675,,Internal,1971,0.25,125.0
971,Vietnam (North),816.0,DRV,Asia,500.0,Cambodia vs. Khmer Rouge of 1970,1970,1975,675,,Internal,1971,0.1516,75.80000000000001
972,Vietnam (South),817.0,RVN,Asia,5000.0,Cambodia vs. Khmer Rouge of 1970,1970,1972,675,,Internal,1971,0.33333333333333337,1666.6666666666667
973,France,220.0,FRA,Europe,35.0,Chad vs. Frolinat of 1966,1969,1971,669,,Internal,1971,0.33352370074243287,11.673329525985151
974,Chad,483.0,TCD,Africa,3465.0,Chad vs. Frolinat of 1966,1966,1971,669,,Internal,1971,0.16685714285714287,578.1600000000001
975,Guatemala,90.0,GTM,Americas,6650.0,Guatemala vs. Indians,1966,1972,668,,Internal,1971,0.12030075187969924,800.0
976,Guatemala,90.0,GTM,Americas,1600.0,Guatemala vs. Leftists of 1970,1970,1971,678,,Internal,1971,0.5,800.0
977,Portugal,235.0,PRT,Europe,1000.0,Guinean-Portugese,1962,1974,436,,Extrasystemic,1971,0.07700908455625437,77.00908455625436
978,Guinea,438.0,GIN,Africa,6155.0,Guinean-Portugese,1962,1974,436,,Extrasystemic,1971,0.07700908455625437,473.9909154437456
979,Laos,812.0,LAO,Asia,15000.0,Laos vs. Pathet Lao of 1963,1963,1973,662,,Internal,1971,0.09091891891891891,1363.7837837837837
980,United States of America,2.0,USA,Americas,500.0,Laos vs. Pathet Lao of 1963,1964,1973,662,,Internal,1971,0.10000594565669778,50.00297282834889
981,Vietnam (North),816.0,DRV,Asia,3000.0,Laos vs. Pathet Lao of 1963,1965,1973,662,,Internal,1971,0.11111111111111112,333.33333333333337
982,Portugal,235.0,PRT,Europe,3500.0,Mozambique-Portugese,1964,1975,437,,Extrasystemic,1971,0.08334693877551021,291.7142857142857
983,Mozambique,541.0,MOZ,Africa,33250.0,Mozambique-Portugese,1964,1975,437,,Extrasystemic,1971,0.08334693877551021,2771.285714285714
984,Pakistan,770.0,PAK,Asia,50000.0,Pakistan vs. Bengalis,1971,1971,679,,Internal,1971,1.0,50000.0
985,Sri Lanka,780.0,LKA,Asia,1630.0,Sri Lanka vs. Janatha Vimukthi-JVP,1971,1971,680,,Internal,1971,1.0,1630.0
986,Sudan,625.0,SDN,Africa,20000.0,Sudan vs. Anya Nya,1963,1972,663,,Internal,1971,0.05,1000.0
987,Thailand,800.0,THA,Asia,2740.0,Thailand vs. Communists,1970,1973,674,,Internal,1971,0.291970802919708,799.9999999999999
988,Australia,900.0,AUS,Asia,469.0,Vietnamese,1965,1972,163,,Interstate,1971,0.1168146153324317,54.78605459091047
989,Philippines,840.0,PHL,Asia,1000.0,Vietnamese,1966,1973,163,,Interstate,1971,0.11315690473434424,113.15690473434424
990,United States of America,2.0,USA,Americas,45783.0,Vietnamese,1965,1973,163,,Interstate,1971,0.10824645949206774,4955.847654925337
991,Thailand,800.0,THA,Asia,351.0,Vietnamese,1967,1973,163,,Interstate,1971,0.12143971396719759,42.625339602486356
992,Vietnam (North),816.0,DRV,Asia,1131558.0,Vietnamese,1965,1975,163,,Interstate,1971,0.09735188474954291,110159.30400342328
993,South Korea,732.0,KOR,Asia,4407.0,Vietnamese,1965,1973,163,,Interstate,1971,0.10824645949206774,477.04214698154254
994,Vietnam (South),817.0,RVN,Asia,744407.0,Vietnamese,1965,1975,163,,Interstate,1971,0.09735188474954291,72469.42447075299
995,Portugal,235.0,PRT,Europe,4000.0,Angolan-Portugese,1961,1975,434,,Extrasystemic,1972,0.06667088607594937,266.6835443037975
996,Angola,540.0,AGO,Africa,75000.0,Angolan-Portugese,1961,1975,434,,Extrasystemic,1972,0.06667088607594937,5000.316455696203
997,Myanmar (Burma),775.0,MMR,Asia,24825.0,Burma vs. Ethnic Rebels,1968,1980,673,,Internal,1972,0.08559919436052367,2125.0
998,Burundi,516.0,BDI,Africa,3000.0,Burundi vs. Hutu of 1972,1972,1972,683,,Internal,1972,1.0,3000.0
999,Cambodia,811.0,KHM,Asia,244000.0,Cambodia vs. Khmer Rouge of 1970,1970,1975,675,,Internal,1972,0.1516,36990.4
1000,United States of America,2.0,USA,Americas,500.0,Cambodia vs. Khmer Rouge of 1970,1970,1973,675,,Internal,1972,0.25,125.0
1001,Vietnam (North),816.0,DRV,Asia,500.0,Cambodia vs. Khmer Rouge of 1970,1970,1975,675,,Internal,1972,0.1516,75.80000000000001
1002,Vietnam (South),817.0,RVN,Asia,5000.0,Cambodia vs. Khmer Rouge of 1970,1970,1972,675,,Internal,1972,0.33333333333333337,1666.6666666666667
1003,Guatemala,90.0,GTM,Americas,6650.0,Guatemala vs. Indians,1966,1972,668,,Internal,1972,0.24060150375939848,1600.0
1004,Portugal,235.0,PRT,Europe,1000.0,Guinean-Portugese,1962,1974,436,,Extrasystemic,1972,0.07700908455625437,77.00908455625436
1005,Guinea,438.0,GIN,Africa,6155.0,Guinean-Portugese,1962,1974,436,,Extrasystemic,1972,0.07700908455625437,473.9909154437456
1006,Laos,812.0,LAO,Asia,15000.0,Laos vs. Pathet Lao of 1963,1963,1973,662,,Internal,1972,0.09091891891891891,1363.7837837837837
1007,United States of America,2.0,USA,Americas,500.0,Laos vs. Pathet Lao of 1963,1964,1973,662,,Internal,1972,0.10000594565669778,50.00297282834889
1008,Vietnam (North),816.0,DRV,Asia,3000.0,Laos vs. Pathet Lao of 1963,1965,1973,662,,Internal,1972,0.11111111111111112,333.33333333333337
1009,Portugal,235.0,PRT,Europe,3500.0,Mozambique-Portugese,1964,1975,437,,Extrasystemic,1972,0.08334693877551021,291.7142857142857
1010,Mozambique,541.0,MOZ,Africa,33250.0,Mozambique-Portugese,1964,1975,437,,Extrasystemic,1972,0.08334693877551021,2771.285714285714
1011,Philippines,840.0,PHL,Asia,20000.0,Philippines vs. Moros,1972,1980,682,,Internal,1972,0.1111,2222.0
1012,Philippines,840.0,PHL,Asia,23150.0,Philippines vs. NPA,1972,1992,684,,Internal,1972,0.005333333333333333,123.46666666666667
1013,Sudan,625.0,SDN,Africa,20000.0,Sudan vs. Anya Nya,1963,1972,663,,Internal,1972,0.05,1000.0
1014,Thailand,800.0,THA,Asia,2740.0,Thailand vs. Communists,1970,1973,674,,Internal,1972,0.40875912408759124,1120.0
1015,Australia,900.0,AUS,Asia,469.0,Vietnamese,1965,1972,163,,Interstate,1972,0.17594698867466085,82.51913768841594
1016,Philippines,840.0,PHL,Asia,1000.0,Vietnamese,1966,1973,163,,Interstate,1972,0.1704377194505537,170.4377194505537
1017,United States of America,2.0,USA,Americas,45783.0,Vietnamese,1965,1973,163,,Interstate,1972,0.1630415725645527,7464.532316722916
1018,Thailand,800.0,THA,Asia,351.0,Vietnamese,1967,1973,163,,Interstate,1972,0.18291334450945518,64.20258392281876
1019,Vietnam (North),816.0,DRV,Asia,1131558.0,Vietnamese,1965,1975,163,,Interstate,1972,0.14663208807168143,165922.7123142157
1020,South Korea,732.0,KOR,Asia,4407.0,Vietnamese,1965,1973,163,,Interstate,1972,0.1630415725645527,718.5242102919838
1021,Vietnam (South),817.0,RVN,Asia,744407.0,Vietnamese,1965,1975,163,,Interstate,1972,0.14663208807168143,109153.95278517617
1022,Zimbabwe (Rhodesia),552.0,ZWE,Africa,27000.0,Zimbabwe vs. Patriotic Front,1972,1979,685,,Internal,1972,0.013962962962962963,377.0
1023,Portugal,235.0,PRT,Europe,4000.0,Angolan-Portugese,1961,1975,434,,Extrasystemic,1973,0.06667088607594937,266.6835443037975
1024,Angola,540.0,AGO,Africa,75000.0,Angolan-Portugese,1961,1975,434,,Extrasystemic,1973,0.06667088607594937,5000.316455696203
1025,Myanmar (Burma),775.0,MMR,Asia,24825.0,Burma vs. Ethnic Rebels,1968,1980,673,,Internal,1973,0.08559919436052367,2125.0
1026,Cambodia,811.0,KHM,Asia,244000.0,Cambodia vs. Khmer Rouge of 1970,1970,1975,675,,Internal,1973,0.1516,36990.4
1027,United States of America,2.0,USA,Americas,500.0,Cambodia vs. Khmer Rouge of 1970,1970,1973,675,,Internal,1973,0.25,125.0
1028,Vietnam (North),816.0,DRV,Asia,500.0,Cambodia vs. Khmer Rouge of 1970,1970,1975,675,,Internal,1973,0.1516,75.80000000000001
1029,Chile,155.0,CHL,Americas,2095.0,Chile vs. Pinochet Led Rebels,1973,1973,688,,Internal,1973,1.0,2095.0
1030,Portugal,235.0,PRT,Europe,1000.0,Guinean-Portugese,1962,1974,436,,Extrasystemic,1973,0.07700908455625437,77.00908455625436
1031,Guinea,438.0,GIN,Africa,6155.0,Guinean-Portugese,1962,1974,436,,Extrasystemic,1973,0.07700908455625437,473.9909154437456
1032,Laos,812.0,LAO,Asia,15000.0,Laos vs. Pathet Lao of 1963,1963,1973,662,,Internal,1973,0.09091891891891891,1363.7837837837837
1033,United States of America,2.0,USA,Americas,500.0,Laos vs. Pathet Lao of 1963,1964,1973,662,,Internal,1973,0.10000594565669778,50.00297282834889
1034,Vietnam (North),816.0,DRV,Asia,3000.0,Laos vs. Pathet Lao of 1963,1965,1973,662,,Internal,1973,0.11111111111111112,333.33333333333337
1035,Portugal,235.0,PRT,Europe,3500.0,Mozambique-Portugese,1964,1975,437,,Extrasystemic,1973,0.08334693877551021,291.7142857142857
1036,Mozambique,541.0,MOZ,Africa,33250.0,Mozambique-Portugese,1964,1975,437,,Extrasystemic,1973,0.08334693877551021,2771.285714285714
1037,Pakistan,770.0,PAK,Asia,8800.0,Pakistan vs. Baluchi Rebels,1973,1977,687,,Internal,1973,0.2,1760.0
1038,Philippines,840.0,PHL,Asia,20000.0,Philippines vs. Moros,1972,1980,682,,Internal,1973,0.1111,2222.0
1039,Philippines,840.0,PHL,Asia,23150.0,Philippines vs. NPA,1972,1992,684,,Internal,1973,0.005333333333333333,123.46666666666667
1040,Thailand,800.0,THA,Asia,2740.0,Thailand vs. Communists,1970,1973,674,,Internal,1973,0.0364963503649635,99.99999999999999
1041,Philippines,840.0,PHL,Asia,1000.0,Vietnamese,1966,1973,163,,Interstate,1973,0.07667566172782342,76.67566172782342
1042,United States of America,2.0,USA,Americas,45783.0,Vietnamese,1965,1973,163,,Interstate,1973,0.07334832046470102,3358.1061558354068
1043,Thailand,800.0,THA,Asia,351.0,Vietnamese,1967,1973,163,,Interstate,1973,0.08228813301612298,28.883134688659165
1044,Vietnam (North),816.0,DRV,Asia,1131558.0,Vietnamese,1965,1975,163,,Interstate,1973,0.06596610433226571,74644.47308600992
1045,South Korea,732.0,KOR,Asia,4407.0,Vietnamese,1965,1973,163,,Interstate,1973,0.07334832046470102,323.2460482879374
1046,Vietnam (South),817.0,RVN,Asia,744407.0,Vietnamese,1965,1975,163,,Interstate,1973,0.06596610433226571,49105.62982766892
1047,Syria,652.0,SYR,Middle East,3100.0,Yom Kippur,1973,1973,181,,Interstate,1973,1.0,3100.0
1048,Egypt,651.0,EGY,Africa,5000.0,Yom Kippur,1973,1973,181,,Interstate,1973,1.0,5000.0
1049,Iraq,645.0,IRQ,Middle East,278.0,Yom Kippur,1973,1973,181,,Interstate,1973,1.0,278.0
1050,Jordan,663.0,JOR,Middle East,28.0,Yom Kippur,1973,1973,181,,Interstate,1973,1.0,28.0
1051,Israel,666.0,ISR,Middle East,2222.0,Yom Kippur,1973,1973,181,,Interstate,1973,1.0,2222.0
1052,Zimbabwe (Rhodesia),552.0,ZWE,Africa,27000.0,Zimbabwe vs. Patriotic Front,1972,1979,685,,Internal,1973,0.013962962962962963,377.0
1053,Portugal,235.0,PRT,Europe,4000.0,Angolan-Portugese,1961,1975,434,,Extrasystemic,1974,0.06667088607594937,266.6835443037975
1054,Angola,540.0,AGO,Africa,75000.0,Angolan-Portugese,1961,1975,434,,Extrasystemic,1974,0.06667088607594937,5000.316455696203
1055,Myanmar (Burma),775.0,MMR,Asia,24825.0,Burma vs. Ethnic Rebels,1968,1980,673,,Internal,1974,0.08559919436052367,2125.0
1056,Cambodia,811.0,KHM,Asia,244000.0,Cambodia vs. Khmer Rouge of 1970,1970,1975,675,,Internal,1974,0.1516,36990.4
1057,Vietnam (North),816.0,DRV,Asia,500.0,Cambodia vs. Khmer Rouge of 1970,1970,1975,675,,Internal,1974,0.1516,75.80000000000001
1058,Ethiopia,530.0,ETH,Africa,200000.0,Ethiopia vs. Eritrean Rebels,1974,1991,689,,Internal,1974,0.06666666666666667,13333.333333333334
1059,Portugal,235.0,PRT,Europe,1000.0,Guinean-Portugese,1962,1974,436,,Extrasystemic,1974,0.07700908455625437,77.00908455625436
1060,Guinea,438.0,GIN,Africa,6155.0,Guinean-Portugese,1962,1974,436,,Extrasystemic,1974,0.07700908455625437,473.9909154437456
1061,Iraq,645.0,IRQ,Middle East,16250.0,Iraq vs. Kurds of 1974,1974,1975,690,,Internal,1974,0.5,8125.0
1062,Portugal,235.0,PRT,Europe,3500.0,Mozambique-Portugese,1964,1975,437,,Extrasystemic,1974,0.08334693877551021,291.7142857142857
1063,Mozambique,541.0,MOZ,Africa,33250.0,Mozambique-Portugese,1964,1975,437,,Extrasystemic,1974,0.08334693877551021,2771.285714285714
1064,Pakistan,770.0,PAK,Asia,8800.0,Pakistan vs. Baluchi Rebels,1973,1977,687,,Internal,1974,0.2,1760.0
1065,Philippines,840.0,PHL,Asia,20000.0,Philippines vs. Moros,1972,1980,682,,Internal,1974,0.1111,2222.0
1066,Philippines,840.0,PHL,Asia,23150.0,Philippines vs. NPA,1972,1992,684,,Internal,1974,0.005333333333333333,123.46666666666667
1067,Cyprus,352.0,CYP,Europe,5500.0,Turco-Cypriot,1974,1974,184,,Interstate,1974,1.0,5500.0
1068,Turkey,640.0,TUR,Europe,300.0,Turco-Cypriot,1974,1974,184,,Interstate,1974,1.0,300.0
1069,Vietnam (North),816.0,DRV,Asia,1131558.0,Vietnamese,1965,1975,163,,Interstate,1974,0.08955717786797028,101339.14107392471
1070,Vietnam (South),817.0,RVN,Asia,744407.0,Vietnamese,1965,1975,163,,Interstate,1974,0.08955717786797028,66666.99010516216
1071,Zimbabwe (Rhodesia),552.0,ZWE,Africa,27000.0,Zimbabwe vs. Patriotic Front,1972,1979,685,,Internal,1974,0.014,378.0
1072,Angola,540.0,AGO,Africa,95200.0,Angola vs. UNITA of 1975,1975,1991,693,,Internal,1975,0.10192090937432552,9702.87057243579
1073,Cuba,40.0,CUB,Americas,4000.0,Angola vs. UNITA of 1975,1975,1991,693,,Internal,1975,0.10192090937432552,407.6836374973021
1074,South Africa,560.0,ZAF,Africa,800.0,Angola vs. UNITA of 1975,1975,1989,693,,Internal,1975,0.10192090937432552,81.53672749946041
1075,Portugal,235.0,PRT,Europe,4000.0,Angolan-Portugese,1961,1975,434,,Extrasystemic,1975,0.06667088607594937,266.6835443037975
1076,Angola,540.0,AGO,Africa,75000.0,Angolan-Portugese,1961,1975,434,,Extrasystemic,1975,0.06667088607594937,5000.316455696203
1077,Myanmar (Burma),775.0,MMR,Asia,24825.0,Burma vs. Ethnic Rebels,1968,1980,673,,Internal,1975,0.08559919436052367,2125.0
1078,Cambodia,811.0,KHM,Asia,244000.0,Cambodia vs. Khmer Rouge of 1970,1970,1975,675,,Internal,1975,0.242,59048.0
1079,Vietnam (North),816.0,DRV,Asia,500.0,Cambodia vs. Khmer Rouge of 1970,1970,1975,675,,Internal,1975,0.242,121.0
1080,Indonesia,850.0,IDN,Asia,32000.0,East Timorese,1975,1977,439,,Extrasystemic,1975,0.3333125,10666.0
1081,Ethiopia,530.0,ETH,Africa,200000.0,Ethiopia vs. Eritrean Rebels,1974,1991,689,,Internal,1975,0.06666666666666667,13333.333333333334
1082,Iraq,645.0,IRQ,Middle East,16250.0,Iraq vs. Kurds of 1974,1974,1975,690,,Internal,1975,0.5,8125.0
1083,Lebanon,660.0,LBN,Middle East,140852.0,Lebanon vs. Leftists of 1975,1975,1990,691,,Internal,1975,0.05423623755472049,7639.28253205749
1084,Portugal,235.0,PRT,Europe,3500.0,Mozambique-Portugese,1964,1975,437,,Extrasystemic,1975,0.08334693877551021,291.7142857142857
1085,Mozambique,541.0,MOZ,Africa,33250.0,Mozambique-Portugese,1964,1975,437,,Extrasystemic,1975,0.08334693877551021,2771.285714285714
1086,South Africa,560.0,ZAF,Africa,800.0,Namibian,1975,1988,440,,Extrasystemic,1975,0.00864,6.912
1087,Namibia,565.0,NAM,Africa,24200.0,Namibian,1975,1988,440,,Extrasystemic,1975,0.00864,209.088
1088,Pakistan,770.0,PAK,Asia,8800.0,Pakistan vs. Baluchi Rebels,1973,1977,687,,Internal,1975,0.2,1760.0
1089,Philippines,840.0,PHL,Asia,20000.0,Philippines vs. Moros,1972,1980,682,,Internal,1975,0.1111,2222.0
1090,Philippines,840.0,PHL,Asia,23150.0,Philippines vs. NPA,1972,1992,684,,Internal,1975,0.005333333333333333,123.46666666666667
1091,Vietnam (North),816.0,DRV,Asia,1131558.0,Vietnamese,1965,1975,163,,Interstate,1975,0.011088836732841454,12547.66191574061
1092,Vietnam (South),817.0,RVN,Asia,744407.0,Vietnamese,1965,1975,163,,Interstate,1975,0.011088836732841454,8254.607685784307
1093,Cambodia,811.0,KHM,Asia,830.0,Vietnamese-Cambodian,1975,1979,187,,Interstate,1975,0.13253012048192772,110.00000000000001
1094,Vietnam (North),816.0,DRV,Asia,1660.0,Vietnamese-Cambodian,1975,1979,187,,Interstate,1975,0.13253012048192772,220.00000000000003
1095,Morocco,600.0,MAR,Africa,10600.0,Western Saharan,1975,1983,441,,Extrasystemic,1975,0.11107692307692307,1177.4153846153845
1096,Mauritania,435.0,MRT,Africa,2000.0,Western Saharan,1975,1979,441,,Extrasystemic,1975,0.2,400.0
1097,Algeria,615.0,DZA,Africa,400.0,Western Saharan,1975,1979,441,,Extrasystemic,1975,0.2,80.0
1098,Zimbabwe (Rhodesia),552.0,ZWE,Africa,27000.0,Zimbabwe vs. Patriotic Front,1972,1979,685,,Internal,1975,0.014,378.0
1099,Angola,540.0,AGO,Africa,95200.0,Angola vs. UNITA of 1975,1975,1991,693,,Internal,1976,0.10192090937432552,9702.87057243579
1100,Cuba,40.0,CUB,Americas,4000.0,Angola vs. UNITA of 1975,1975,1991,693,,Internal,1976,0.10192090937432552,407.6836374973021
1101,South Africa,560.0,ZAF,Africa,800.0,Angola vs. UNITA of 1975,1975,1989,693,,Internal,1976,0.10192090937432552,81.53672749946041
1102,Myanmar (Burma),775.0,MMR,Asia,24825.0,Burma vs. Ethnic Rebels,1968,1980,673,,Internal,1976,0.05337361530715005,1325.0
1103,Indonesia,850.0,IDN,Asia,32000.0,East Timorese,1975,1977,439,,Extrasystemic,1976,0.33334375,10667.0
1104,Ethiopia,530.0,ETH,Africa,200000.0,Ethiopia vs. Eritrean Rebels,1974,1991,689,,Internal,1976,0.06666666666666667,13333.333333333334
